0.255228,0.352747	0.900238
0.2353,0.276068	0.931891
0.34605,0.368302	0.862904
0.256459,0.328692	0.90895
0.321085,0.323458	0.890101
5

0.241832,0.92757	0.284835
0.363611,0.878793	0.309046
0.356815,0.899021	0.25386
0.222999,0.889424	0.398995
0.322474,0.88319	0.340568
10

0.255228	0.352747	0.900238
0.255228	0.276068	0.926631
0.255228	0.368302	0.893987
0.255228	0.328692	0.909297
0.255228	0.323458	0.911172
0.255228	0.92757	0.272897
0.255228	0.878793	0.403214
0.255228	0.899021	0.355838
0.255228	0.889424	0.379189
0.255228	0.88319	0.393491
0.2353	0.352747	0.905651
0.2353	0.276068	0.931891
0.2353	0.368302	0.899437
0.2353	0.328692	0.914656
0.2353	0.323458	0.91652
0.2353	0.92757	0.290255
0.2353	0.878793	0.415159
0.2353	0.899021	0.369318
0.2353	0.889424	0.391867
0.2353	0.88319	0.405722
0.34605	0.352747	0.869379
0.34605	0.276068	0.896681
0.34605	0.368302	0.862904
0.34605	0.328692	0.878755
0.34605	0.323458	0.880695
0.34605	0.92757	0.140938
0.34605	0.878793	0.328591
0.34605	0.899021	0.268349
0.34605	0.889424	0.298622
0.34605	0.88319	0.316584
0.256459	0.352747	0.899888
0.256459	0.276068	0.926291
0.256459	0.368302	0.893634
0.256459	0.328692	0.90895
0.256459	0.323458	0.910826
0.256459	0.92757	0.27174
0.256459	0.878793	0.402432
0.256459	0.899021	0.354951
0.256459	0.889424	0.378357
0.256459	0.88319	0.392689
0.321085	0.352747	0.878905
0.321085	0.276068	0.90592
0.321085	0.368302	0.872501
0.321085	0.328692	0.888181
0.321085	0.323458	0.890101
0.321085	0.92757	0.191098
0.321085	0.878793	0.353026
0.321085	0.899021	0.297769
0.321085	0.889424	0.325316
0.321085	0.88319	0.341878
0.241832	0.352747	0.903929
0.241832	0.276068	0.930217
0.241832	0.368302	0.897703
0.241832	0.328692	0.912951
0.241832	0.323458	0.914818
0.241832	0.92757	0.284835
0.241832	0.878793	0.411388
0.241832	0.899021	0.365074
0.241832	0.889424	0.38787
0.241832	0.88319	0.401862
0.363611	0.352747	0.862181
0.363611	0.276068	0.889704
0.363611	0.368302	0.855652
0.363611	0.328692	0.871636
0.363611	0.323458	0.873591
0.363611	0.92757	0.0860288
0.363611	0.878793	0.309046
0.363611	0.899021	0.244026
0.363611	0.889424	0.27697
0.363611	0.88319	0.296248
0.356815	0.352747	0.865016
0.356815	0.276068	0.892451
0.356815	0.368302	0.858508
0.356815	0.328692	0.87444
0.356815	0.323458	0.876389
0.356815	0.92757	0.110893
0.356815	0.878793	0.316869
0.356815	0.899021	0.25386
0.356815	0.889424	0.285673
0.356815	0.88319	0.3044
0.222999	0.352747	0.908758
0.222999	0.276068	0.934911
0.222999	0.368302	0.902566
0.222999	0.328692	0.917733
0.222999	0.323458	0.91959
0.222999	0.92757	0.299809
