88	6	6
76	9	15
77	10	13
77	12	11
77	6	17
74	11	15
80	11	9
79	9	12
84	8	8
84	7	9
83	6	11
78	12	10
85	9	6
87	6	7
74	10	16
80	8	12
77	11	12
76	12	12
87	6	7
77	14	9
78	14	8
81	9	10
72	13	15
81	14	5
81	6	13
80	7	13
82	8	10
81	11	8
78	8	14
84	8	8
86	5	9
75	12	13
74	17	9
83	12	5
82	6	12
74	15	11
83	11	6
84	6	10
75	13	12
81	12	7
80	9	11
85	6	9
84	3	13
76	14	10
84	8	8
77	11	12
76	11	13
82	8	10
76	16	8
77	14	9
6	81	13
12	83	5
6	83	11
13	79	8
13	75	12
10	83	7
8	83	9
12	78	10
8	85	7
6	83	11
14	75	11
10	81	9
10	81	9
9	79	12
10	74	16
8	86	6
14	75	11
8	82	10
5	89	6
8	80	12
8	77	15
8	85	7
12	82	6
11	77	12
7	76	17
12	77	11
15	76	9
15	75	10
6	83	11
11	84	5
9	83	8
11	82	7
11	79	10
12	77	11
11	79	10
10	78	12
6	80	14
9	78	13
11	81	8
8	80	12
6	86	8
8	87	5
12	78	10
13	76	11
8	84	8
9	75	16
6	85	9
8	79	13
16	77	7
8	87	5
7	6	87
7	16	77
11	6	83
7	13	80
9	7	84
6	10	84
10	7	83
7	7	86
9	4	87
11	11	78
9	5	86
15	12	73
14	10	76
3	14	83
10	6	84
10	12	78
7	10	83
14	10	76
16	11	73
10	9	81
11	11	78
8	14	78
12	17	71
7	9	84
10	7	83
8	11	81
13	11	76
9	13	78
8	13	79
12	12	76
16	14	70
7	13	80
9	7	84
6	5	89
11	8	81
7	10	83
11	9	80
12	6	82
7	9	84
5	6	89
5	15	80
13	9	78
11	11	78
12	6	82
4	10	86
15	12	73
10	5	85
10	12	78
10	8	82
7	10	83
36	28	33
38	38	22
39	29	30
36	33	28
39	25	36
35	34	31
27	32	41
27	32	39
25	36	38
31	28	40
39	22	38
29	34	37
33	32	33
33	31	36
32	41	27
36	30	33
34	32	33
40	32	28
35	34	30
32	31	37
36	36	28
29	32	38
32	27	40
33	33	34
32	33	34
37	31	31
40	23	37
36	32	31
33	36	31
26	41	32
27	26	45
30	29	39
22	42	36
47	29	22
33	39	27
37	33	30
37	27	36
40	26	34
38	32	29
31	29	38
30	29	39
30	39	29
34	29	36
31	35	34
29	36	35
31	43	26
36	30	31
42	25	32
41	21	37
36	37	26
