0.307547,0.255318	0.916639
0.391147,0.24542	0.887002
0.272907,0.256906	0.927104
0.319468,0.25133	0.913659
0.299186,0.332158	0.894516
0.324756,0.426154	0.844349
0.400553,0.244855	0.882951
0.35389,0.300347	0.88575
0.184903,0.351104	0.917898
0.367446,0.247538	0.896498
10

0.307547	0.255318	0.916639
0.307547	0.24542	0.919339
0.307547	0.256906	0.916195
0.307547	0.25133	0.917741
0.307547	0.332158	0.891676
0.307547	0.426154	0.850769
0.307547	0.244855	0.919489
0.307547	0.300347	0.902888
0.307547	0.351104	0.884387
0.307547	0.247538	0.918771
0.391147	0.255318	0.884204
0.391147	0.24542	0.887002
0.391147	0.256906	0.883744
0.391147	0.25133	0.885346
0.391147	0.332158	0.858298
0.391147	0.426154	0.815718
0.391147	0.244855	0.887158
0.391147	0.300347	0.86994
0.391147	0.351104	0.850723
0.391147	0.247538	0.886414
0.272907	0.255318	0.927542
0.272907	0.24542	0.93021
0.272907	0.256906	0.927104
0.272907	0.25133	0.928631
0.272907	0.332158	0.90288
0.272907	0.426154	0.862505
0.272907	0.244855	0.930359
0.272907	0.300347	0.913955
0.272907	0.351104	0.895683
0.272907	0.247538	0.929649
0.319468	0.255318	0.912553
0.319468	0.24542	0.915265
0.319468	0.256906	0.912107
0.319468	0.25133	0.913659
0.319468	0.332158	0.887475
0.319468	0.426154	0.846364
0.319468	0.244855	0.915416
0.319468	0.300347	0.898739
0.319468	0.351104	0.880151
0.319468	0.247538	0.914694
0.299186	0.255318	0.919402
0.299186	0.24542	0.922094
0.299186	0.256906	0.91896
0.299186	0.25133	0.920501
0.299186	0.332158	0.894516
0.299186	0.426154	0.853745
0.299186	0.244855	0.922244
0.299186	0.300347	0.905693
0.299186	0.351104	0.887251
0.299186	0.247538	0.921528
0.324756	0.255318	0.910684
0.324756	0.24542	0.913402
0.324756	0.256906	0.910238
0.324756	0.25133	0.911793
0.324756	0.332158	0.885553
0.324756	0.426154	0.844349
0.324756	0.244855	0.913553
0.324756	0.300347	0.896842
0.324756	0.351104	0.878214
0.324756	0.247538	0.91283
0.400553	0.255318	0.879983
0.400553	0.24542	0.882795
0.400553	0.256906	0.879521
0.400553	0.25133	0.88113
0.400553	0.332158	0.853949
0.400553	0.426154	0.811141
0.400553	0.244855	0.882951
0.400553	0.300347	0.865649
0.400553	0.351104	0.846335
0.400553	0.247538	0.882203
0.35389	0.255318	0.899763
0.35389	0.24542	0.902514
0.35389	0.256906	0.899311
0.35389	0.25133	0.900886
0.35389	0.332158	0.874319
0.35389	0.426154	0.832559
0.35389	0.244855	0.902667
0.35389	0.300347	0.88575
0.35389	0.351104	0.866884
0.35389	0.247538	0.901935
0.184903	0.255318	0.949012
0.184903	0.24542	0.95162
0.184903	0.256906	0.948583
0.184903	0.25133	0.950076
0.184903	0.332158	0.924923
0.184903	0.426154	0.885553
0.184903	0.244855	0.951765
0.184903	0.300347	0.935736
0.184903	0.351104	0.917898
0.184903	0.247538	0.951071
0.367446	0.255318	0.894313
0.367446	0.24542	0.89708
0.367446	0.256906	0.893858
0.367446	0.25133	0.895442
0.367446	0.332158	0.868708
0.367446	0.426154	0.826665
0.367446	0.244855	0.897234
0.367446	0.300347	0.880213
0.367446	0.351104	0.861225
0.367446	0.247538	0.896498
----------
0.307547,0.255318,
0.307547,0.24542,
0.307547,0.256906,
0.307547,0.25133,
0.307547,0.332158,
0.307547,0.426154,
0.307547,0.244855,
0.307547,0.300347,
0.307547,0.351104,
0.307547,0.247538,
0.391147,0.255318,
0.391147,0.24542,
0.391147,0.256906,
0.391147,0.25133,
0.391147,0.332158,
0.391147,0.426154,
0.391147,0.244855,
0.391147,0.300347,
0.391147,0.351104,
0.391147,0.247538,
0.272907,0.255318,
0.272907,0.24542,
0.272907,0.256906,
0.272907,0.25133,
0.272907,0.332158,
0.272907,0.426154,
0.272907,0.244855,
0.272907,0.300347,
0.272907,0.351104,
0.272907,0.247538,
0.319468,0.255318,
0.319468,0.24542,
0.319468,0.256906,
0.319468,0.25133,
0.319468,0.332158,
0.319468,0.426154,
0.319468,0.244855,
0.319468,0.300347,
0.319468,0.351104,
0.319468,0.247538,
0.299186,0.255318,
