0.320348	0.258424	0.91137
0.220363	0.372606	0.901446
0.246874	0.307014	0.919128
0.348883	0.283457	0.893271
0.311548	0.32876	0.891546
0.217196	0.195877	0.956273
0.224294	0.388281	0.893829
0.275906	0.350992	0.894808
0.304118	0.177252	0.935999
0.245119	0.365671	0.897887
0.209773	0.285177	0.935237
0.289332	0.371666	0.882129
0.329151	0.396867	0.856829
0.349068	0.36439	0.863349
0.278409	0.292362	0.914884
0.316854	0.271717	0.908721
0.267036	0.238498	0.933708
0.356341	0.316667	0.879058
0.354044	0.154299	0.922412
0.372909	0.277091	0.885528
0.39883	0.0959216	0.911995
0.229382	0.410349	0.882609
0.285509	0.148623	0.946782
0.304975	0.348297	0.886386
0.313112	0.438008	0.84268
0.399142	0.302189	0.86566
0.165515	0.231971	0.958537
0.449296	0.31931	0.834371
0.303258	0.298412	0.904978
0.223338	0.196425	0.954745
0.385585	0.284057	0.877859
0.255977	0.313171	0.914549
0.294875	0.225382	0.928575
0.347062	0.398894	0.848782
0.348066	0.346224	0.871194
0.240674	0.241974	0.93996
0.21073	0.290746	0.933306
0.306025	0.31591	0.898081
0.229092	0.208917	0.950721
0.353667	0.289945	0.889298
0.294842	0.383986	0.874999
0.341417	0.26067	0.903042
0.396706	0.262231	0.879693
0.319224	0.328171	0.889044
0.290486	0.179602	0.939873
0.315132	0.403213	0.859134
0.284185	0.254559	0.924359
0.322998	0.318043	0.891359
0.467563	0.261856	0.844284
0.305671	0.322841	0.895734


0.375865	0.894191	0.243205
0.330836	0.928785	0.167053
0.27667	0.910087	0.308537
0.273262	0.907895	0.31789
0.440751	0.842327	0.310198
0.262375	0.913847	0.309909
0.228606	0.921298	0.314563
0.242935	0.890888	0.383797
0.361484	0.871247	0.332052
0.283517	0.941824	0.180515
0.351347	0.891132	0.287122
0.330277	0.925743	0.184165
0.202914	0.929312	0.308554
0.195648	0.900829	0.387594
0.166224	0.949335	0.266709
0.228736	0.886118	0.403081
0.255603	0.937941	0.234377
0.209417	0.912297	0.351936
0.16282	0.950755	0.26373
0.266469	0.914723	0.30377
0.227888	0.960769	0.158079
0.144517	0.93231	0.33153
0.213227	0.935598	0.281409
0.260753	0.928787	0.263369
0.312712	0.902811	0.295202
0.28088	0.904206	0.321742
0.249305	0.904291	0.34656
0.354516	0.854356	0.379992
0.262412	0.92934	0.259745
0.285607	0.938454	0.194251
0.339798	0.849793	0.402975
0.425827	0.859314	0.283286
0.375835	0.884147	0.277545
0.400319	0.842704	0.359993
0.391914	0.90276	0.177278
0.24266	0.914803	0.32288
0.448045	0.842071	0.300286
0.313446	0.91636	0.24907
0.299647	0.84728	0.438552
0.245506	0.926848	0.284041
0.464004	0.849626	0.250671
0.288722	0.915635	0.279735
0.354159	0.927807	0.117241
0.374623	0.892551	0.251018
0.157263	0.941843	0.296984
0.338962	0.924627	0.173694
0.289356	0.923673	0.251199
0.257517	0.930193	0.261583
0.268853	0.932697	0.240406
0.296285	0.912727	0.281325


0.911938	0.293575	0.286676
0.929576	0.26405	0.257229
0.902328	0.278974	0.3286
0.899768	0.304817	0.312258
0.933268	0.248915	0.258943
0.941185	0.239818	0.238028
0.945382	0.286387	0.15568
0.898573	0.275911	0.341233
0.917048	0.299393	0.263413
0.824107	0.337394	0.454987
0.894242	0.362294	0.262821
0.94964	0.253073	0.184762
0.934664	0.260671	0.24177
0.858475	0.284962	0.4264
0.927154	0.237781	0.289561
0.849666	0.392028	0.352678
0.866333	0.284975	0.41019
0.896398	0.393959	0.203141
0.96146	0.236085	0.140919
0.871518	0.357007	0.336159
0.839364	0.392584	0.375958
0.900499	0.251571	0.354701
0.938803	0.223446	0.262146
0.913285	0.285339	0.290677
0.949933	0.242719	0.196761
0.883109	0.274915	0.380184
0.919564	0.312224	0.238576
0.857091	0.25096	0.449905
0.889733	0.250314	0.38173
0.871089	0.323929	0.369154
0.898013	0.325388	0.296134
0.87047	0.393325	0.295936
0.913938	0.354696	0.197249
0.899397	0.276612	0.338482
0.860937	0.330754	0.38651
0.915504	0.0514369	0.399007
0.875006	0.405433	0.264554
0.893378	0.367461	0.258549
0.917429	0.306147	0.254161
0.948293	0.26301	0.177669
0.873634	0.345264	0.342866
0.938928	0.267135	0.216916
0.903653	0.22788	0.362606
0.929335	0.321054	0.182376
0.892161	0.35855	0.274755
0.880093	0.420074	0.221301
0.905532	0.349328	0.240793
0.813118	0.339541	0.472811
0.922306	0.330174	0.200841
0.928755	0.23907	0.2833


0.599062	0.543372	0.588108
0.480253	0.600629	0.63922
0.528829	0.605239	0.595
0.522775	0.62436	0.580414
0.55023	0.538161	0.638458
0.427919	0.627175	0.650797
0.48776	0.714188	0.502021
0.605912	0.562901	0.562151
0.528395	0.581218	0.618857
0.42716	0.605437	0.671551
0.574884	0.549416	0.606342
0.511874	0.576346	0.637033
0.520434	0.663948	0.536956
0.509189	0.515312	0.689333
0.402167	0.573263	0.713885
0.480753	0.571905	0.664681
0.542267	0.620666	0.566322
0.628915	0.559161	0.54019
0.454619	0.671636	0.585002
0.479152	0.552566	0.68197
0.493702	0.646921	0.581164
0.444157	0.630403	0.636644
0.522887	0.493287	0.695167
0.408696	0.708024	0.575907
0.541796	0.647003	0.536511
0.576237	0.662817	0.478148
0.427418	0.535202	0.72861
0.399365	0.653422	0.643077
0.502578	0.689121	0.522042
0.520954	0.615368	0.591548
0.473049	0.634117	0.611653
0.528445	0.549705	0.64697
0.473113	0.647946	0.596935
0.536988	0.613871	0.578625
0.428336	0.604079	0.672025
0.55543	0.517053	0.651271
0.502842	0.682471	0.530456
0.437378	0.645711	0.625905
0.431171	0.646796	0.629083
0.501347	0.513334	0.696519
0.435174	0.532133	0.726263
0.644818	0.565425	0.5143
0.550976	0.687828	0.472566
0.434874	0.634546	0.638934
0.409786	0.679411	0.608668
0.399053	0.685492	0.60898
0.546997	0.515561	0.659539
0.575753	0.670412	0.468034
0.578701	0.605685	0.546123
0.510167	0.589127	0.626625


